target,location,truth_date,year_week,value,data_source
ILI incidence,LV,2023-03-26,2023-W12,41.9,ERVISS
ILI incidence,LV,2023-03-19,2023-W11,79.1,ERVISS
ILI incidence,LV,2023-03-12,2023-W10,78.4,ERVISS
ILI incidence,LV,2023-03-05,2023-W09,83.9,ERVISS
ILI incidence,LV,2023-02-26,2023-W08,116.2,ERVISS
ILI incidence,LV,2023-02-19,2023-W07,199.9,ERVISS
ILI incidence,LV,2023-02-12,2023-W06,205.3,ERVISS
ILI incidence,LV,2023-02-05,2023-W05,375.0,ERVISS
ILI incidence,LV,2023-01-29,2023-W04,429.4,ERVISS
ILI incidence,LV,2023-01-22,2023-W03,502.9,ERVISS
ILI incidence,LV,2023-01-15,2023-W02,417.2,ERVISS
ILI incidence,LV,2023-01-08,2023-W01,744.8,ERVISS
ILI incidence,LV,2023-01-01,2022-W52,766.5,ERVISS
ILI incidence,LV,2022-12-25,2022-W51,607.9,ERVISS
ILI incidence,LV,2022-12-18,2022-W50,225.3,ERVISS
ILI incidence,LV,2022-12-11,2022-W49,106.7,ERVISS
ILI incidence,LV,2022-12-04,2022-W48,70.2,ERVISS
ILI incidence,LV,2022-11-27,2022-W47,58.3,ERVISS
ILI incidence,LV,2022-11-20,2022-W46,34.5,ERVISS
ILI incidence,LV,2022-11-13,2022-W45,5.4,ERVISS
ILI incidence,LV,2022-11-06,2022-W44,9.3,ERVISS
ILI incidence,LV,2022-10-30,2022-W43,10.6,ERVISS
ILI incidence,LV,2022-10-23,2022-W42,4.1,ERVISS
ILI incidence,LV,2022-10-16,2022-W41,5.4,ERVISS
ILI incidence,LV,2022-10-09,2022-W40,1.4,ERVISS
ILI incidence,LV,2022-06-12,2022-W23,18.1,ERVISS
ILI incidence,LV,2022-06-05,2022-W22,33.4,ERVISS
ILI incidence,LV,2022-05-29,2022-W21,76.7,ERVISS
ILI incidence,LV,2022-05-22,2022-W20,191.1,ERVISS
ILI incidence,LV,2022-05-15,2022-W19,317.3,ERVISS
ILI incidence,LV,2022-05-08,2022-W18,276.1,ERVISS
ILI incidence,LV,2022-05-01,2022-W17,214.8,ERVISS
ILI incidence,LV,2022-04-24,2022-W16,225.2,ERVISS
ILI incidence,LV,2022-04-17,2022-W15,99.6,ERVISS
ILI incidence,LV,2022-04-10,2022-W14,47.7,ERVISS
ILI incidence,LV,2022-04-03,2022-W13,52.9,ERVISS
ILI incidence,LV,2022-03-27,2022-W12,112.1,ERVISS
ILI incidence,LV,2022-03-20,2022-W11,46.0,ERVISS
ILI incidence,LV,2022-03-13,2022-W10,56.7,ERVISS
ILI incidence,LV,2022-03-06,2022-W09,4.7,ERVISS
ILI incidence,LV,2022-02-27,2022-W08,6.2,ERVISS
ILI incidence,LV,2022-02-20,2022-W07,11.8,ERVISS
ILI incidence,LV,2022-02-13,2022-W06,6.2,ERVISS
ILI incidence,LV,2022-02-06,2022-W05,12.4,ERVISS
ILI incidence,LV,2022-01-30,2022-W04,9.3,ERVISS
ILI incidence,LV,2022-01-23,2022-W03,16.3,ERVISS
ILI incidence,LV,2022-01-16,2022-W02,8.9,ERVISS
ILI incidence,LV,2022-01-09,2022-W01,3.0,ERVISS
ILI incidence,LV,2022-01-02,2021-W52,0.0,ERVISS
ILI incidence,LV,2021-12-26,2021-W51,10.6,ERVISS
ILI incidence,LV,2021-12-19,2021-W50,0.0,ERVISS
ILI incidence,LV,2021-12-12,2021-W49,3.0,ERVISS
ILI incidence,LV,2021-12-05,2021-W48,0.0,ERVISS
ILI incidence,LV,2021-11-28,2021-W47,1.5,ERVISS
ILI incidence,LV,2021-11-21,2021-W46,0.0,ERVISS
ILI incidence,LV,2021-11-14,2021-W45,0.0,ERVISS
ILI incidence,LV,2021-11-07,2021-W44,0.0,ERVISS
ILI incidence,LV,2021-10-31,2021-W43,0.0,ERVISS
ILI incidence,LV,2021-10-24,2021-W42,0.0,ERVISS
ILI incidence,LV,2021-10-17,2021-W41,0.0,ERVISS
ILI incidence,LV,2021-10-10,2021-W40,0.0,ERVISS
ILI incidence,LT,2026-02-15,2026-W07,278.4,ERVISS
ILI incidence,LT,2026-02-08,2026-W06,317.1,ERVISS
ILI incidence,LT,2026-02-01,2026-W05,426.2,ERVISS
ILI incidence,LT,2026-01-25,2026-W04,394.0,ERVISS
ILI incidence,LT,2026-01-18,2026-W03,256.2,ERVISS
ILI incidence,LT,2026-01-11,2026-W02,202.3,ERVISS
ILI incidence,LT,2026-01-04,2026-W01,290.3,ERVISS
ILI incidence,LT,2025-12-28,2025-W52,365.6,ERVISS
ILI incidence,LT,2025-12-21,2025-W51,478.8,ERVISS
ILI incidence,LT,2025-12-14,2025-W50,427.9,ERVISS
ILI incidence,LT,2025-12-07,2025-W49,202.7,ERVISS
ILI incidence,LT,2025-11-30,2025-W48,63.3,ERVISS
ILI incidence,LT,2025-11-23,2025-W47,19.7,ERVISS
ILI incidence,LT,2025-11-16,2025-W46,8.5,ERVISS
ILI incidence,LT,2025-11-09,2025-W45,12.5,ERVISS
ILI incidence,LT,2025-11-02,2025-W44,11.3,ERVISS
ILI incidence,LT,2025-10-26,2025-W43,9.7,ERVISS
ILI incidence,LT,2025-10-19,2025-W42,9.0,ERVISS
ILI incidence,LT,2025-10-12,2025-W41,6.5,ERVISS
ILI incidence,LT,2025-10-05,2025-W40,7.0,ERVISS
ILI incidence,LT,2025-09-28,2025-W39,5.9,ERVISS
ILI incidence,LT,2025-09-21,2025-W38,5.5,ERVISS
ILI incidence,LT,2025-09-14,2025-W37,3.7,ERVISS
ILI incidence,LT,2025-09-07,2025-W36,2.7,ERVISS
ILI incidence,LT,2025-08-31,2025-W35,3.0,ERVISS
ILI incidence,LT,2025-08-24,2025-W34,2.3,ERVISS
ILI incidence,LT,2025-08-17,2025-W33,1.4,ERVISS
ILI incidence,LT,2025-08-10,2025-W32,1.7,ERVISS
ILI incidence,LT,2025-08-03,2025-W31,1.8,ERVISS
ILI incidence,LT,2025-07-27,2025-W30,2.3,ERVISS
ILI incidence,LT,2025-07-20,2025-W29,2.5,ERVISS
ILI incidence,LT,2025-07-13,2025-W28,2.2,ERVISS
ILI incidence,LT,2025-07-06,2025-W27,3.5,ERVISS
ILI incidence,LT,2025-06-29,2025-W26,2.4,ERVISS
ILI incidence,LT,2025-06-22,2025-W25,3.6,ERVISS
ILI incidence,LT,2025-06-15,2025-W24,3.7,ERVISS
ILI incidence,LT,2025-06-08,2025-W23,4.7,ERVISS
ILI incidence,LT,2025-06-01,2025-W22,7.9,ERVISS
ILI incidence,LT,2025-05-25,2025-W21,9.8,ERVISS
ILI incidence,LT,2025-05-18,2025-W20,12.9,ERVISS
ILI incidence,LT,2025-05-11,2025-W19,16.7,ERVISS
ILI incidence,LT,2025-05-04,2025-W18,24.4,ERVISS
ILI incidence,LT,2025-04-27,2025-W17,43.9,ERVISS
ILI incidence,LT,2025-04-20,2025-W16,100.4,ERVISS
ILI incidence,LT,2025-04-13,2025-W15,115.4,ERVISS
ILI incidence,LT,2025-04-06,2025-W14,178.6,ERVISS
ILI incidence,LT,2025-03-30,2025-W13,217.6,ERVISS
ILI incidence,LT,2025-03-23,2025-W12,224.5,ERVISS
ILI incidence,LT,2025-03-16,2025-W11,249.5,ERVISS
ILI incidence,LT,2025-03-09,2025-W10,285.3,ERVISS
ILI incidence,LT,2025-03-02,2025-W09,303.2,ERVISS
ILI incidence,LT,2025-02-23,2025-W08,304.8,ERVISS
ILI incidence,LT,2025-02-16,2025-W07,280.8,ERVISS
ILI incidence,LT,2025-02-09,2025-W06,292.1,ERVISS
ILI incidence,LT,2025-02-02,2025-W05,369.3,ERVISS
ILI incidence,LT,2025-01-26,2025-W04,371.9,ERVISS
ILI incidence,LT,2025-01-19,2025-W03,280.0,ERVISS
ILI incidence,LT,2025-01-12,2025-W02,187.1,ERVISS
ILI incidence,LT,2025-01-05,2025-W01,147.1,ERVISS
ILI incidence,LT,2024-12-29,2024-W52,136.0,ERVISS
ILI incidence,LT,2024-12-22,2024-W51,126.6,ERVISS
ILI incidence,LT,2024-12-15,2024-W50,51.2,ERVISS
ILI incidence,LT,2024-12-08,2024-W49,27.8,ERVISS
ILI incidence,LT,2024-12-01,2024-W48,17.3,ERVISS
ILI incidence,LT,2024-11-24,2024-W47,12.3,ERVISS
ILI incidence,LT,2024-11-17,2024-W46,8.7,ERVISS
ILI incidence,LT,2024-11-10,2024-W45,5.8,ERVISS
ILI incidence,LT,2024-11-03,2024-W44,4.8,ERVISS
ILI incidence,LT,2024-10-27,2024-W43,5.4,ERVISS
ILI incidence,LT,2024-10-20,2024-W42,3.4,ERVISS
ILI incidence,LT,2024-10-13,2024-W41,2.6,ERVISS
ILI incidence,LT,2024-10-06,2024-W40,2.7,ERVISS
ILI incidence,LT,2024-09-29,2024-W39,2.0,ERVISS
ILI incidence,LT,2024-09-22,2024-W38,1.5,ERVISS
ILI incidence,LT,2024-09-15,2024-W37,1.3,ERVISS
ILI incidence,LT,2024-09-08,2024-W36,1.7,ERVISS
ILI incidence,LT,2024-09-01,2024-W35,1.2,ERVISS
ILI incidence,LT,2024-08-25,2024-W34,1.5,ERVISS
ILI incidence,LT,2024-08-18,2024-W33,0.9,ERVISS
ILI incidence,LT,2024-08-11,2024-W32,0.6,ERVISS
ILI incidence,LT,2024-08-04,2024-W31,0.7,ERVISS
ILI incidence,LT,2024-07-28,2024-W30,1.0,ERVISS
ILI incidence,LT,2024-07-21,2024-W29,1.0,ERVISS
ILI incidence,LT,2024-07-14,2024-W28,1.4,ERVISS
ILI incidence,LT,2024-07-07,2024-W27,0.9,ERVISS
ILI incidence,LT,2024-06-30,2024-W26,0.8,ERVISS
ILI incidence,LT,2024-06-23,2024-W25,1.0,ERVISS
ILI incidence,LT,2024-06-16,2024-W24,1.1,ERVISS
ILI incidence,LT,2024-06-09,2024-W23,1.2,ERVISS
ILI incidence,LT,2024-06-02,2024-W22,1.9,ERVISS
ILI incidence,LT,2024-05-26,2024-W21,1.9,ERVISS
ILI incidence,LT,2024-05-19,2024-W20,2.3,ERVISS
ILI incidence,LT,2024-05-12,2024-W19,3.2,ERVISS
ILI incidence,LT,2024-05-05,2024-W18,3.3,ERVISS
ILI incidence,LT,2024-04-28,2024-W17,5.2,ERVISS
ILI incidence,LT,2024-04-21,2024-W16,7.0,ERVISS
ILI incidence,LT,2024-04-14,2024-W15,10.5,ERVISS
ILI incidence,LT,2024-04-07,2024-W14,11.8,ERVISS
ILI incidence,LT,2024-03-31,2024-W13,20.9,ERVISS
ILI incidence,LT,2024-03-24,2024-W12,31.4,ERVISS
ILI incidence,LT,2024-03-17,2024-W11,35.7,ERVISS
ILI incidence,LT,2024-03-10,2024-W10,52.8,ERVISS
ILI incidence,LT,2024-03-03,2024-W09,77.7,ERVISS
ILI incidence,LT,2024-02-25,2024-W08,123.2,ERVISS
ILI incidence,LT,2024-02-18,2024-W07,154.1,ERVISS
ILI incidence,LT,2024-02-11,2024-W06,203.8,ERVISS
ILI incidence,LT,2024-02-04,2024-W05,206.1,ERVISS
ILI incidence,LT,2024-01-28,2024-W04,162.7,ERVISS
ILI incidence,LT,2024-01-21,2024-W03,93.4,ERVISS
ILI incidence,LT,2024-01-14,2024-W02,45.2,ERVISS
ILI incidence,LT,2024-01-07,2024-W01,27.3,ERVISS
ILI incidence,LT,2023-12-31,2023-W52,30.4,ERVISS
ILI incidence,LT,2023-12-24,2023-W51,46.3,ERVISS
ILI incidence,LT,2023-12-17,2023-W50,33.9,ERVISS
ILI incidence,LT,2023-12-10,2023-W49,20.0,ERVISS
ILI incidence,LT,2023-12-03,2023-W48,11.2,ERVISS
ILI incidence,LT,2023-11-26,2023-W47,8.3,ERVISS
ILI incidence,LT,2023-11-19,2023-W46,5.9,ERVISS
ILI incidence,LT,2023-11-12,2023-W45,3.4,ERVISS
ILI incidence,LT,2023-11-05,2023-W44,2.6,ERVISS
ILI incidence,LT,2023-10-29,2023-W43,3.0,ERVISS
ILI incidence,LT,2023-10-22,2023-W42,2.7,ERVISS
ILI incidence,LT,2023-10-15,2023-W41,2.3,ERVISS
ILI incidence,LT,2023-10-08,2023-W40,1.1,ERVISS
ILI incidence,LT,2023-10-01,2023-W39,1.7,ERVISS
ILI incidence,LT,2023-09-24,2023-W38,2.0,ERVISS
ILI incidence,LT,2023-09-17,2023-W37,1.0,ERVISS
ILI incidence,LT,2023-09-10,2023-W36,0.7,ERVISS
ILI incidence,LT,2023-09-03,2023-W35,0.7,ERVISS
ILI incidence,LT,2023-08-27,2023-W34,0.6,ERVISS
ILI incidence,LT,2023-08-20,2023-W33,0.4,ERVISS
ILI incidence,LT,2023-08-13,2023-W32,0.5,ERVISS
ILI incidence,LT,2023-08-06,2023-W31,0.8,ERVISS
ILI incidence,LT,2023-07-30,2023-W30,0.5,ERVISS
ILI incidence,LT,2023-07-16,2023-W28,0.5,ERVISS
ILI incidence,LT,2023-07-09,2023-W27,0.6,ERVISS
ILI incidence,LT,2023-07-02,2023-W26,0.8,ERVISS
ILI incidence,LT,2023-06-25,2023-W25,1.1,ERVISS
ILI incidence,LT,2023-06-18,2023-W24,1.0,ERVISS
ILI incidence,LT,2023-06-11,2023-W23,1.4,ERVISS
ILI incidence,LT,2023-06-04,2023-W22,2.0,ERVISS
ILI incidence,LT,2023-05-28,2023-W21,0.9,ERVISS
ILI incidence,LT,2023-05-21,2023-W20,1.7,ERVISS
ILI incidence,LT,2023-05-14,2023-W19,2.4,ERVISS
ILI incidence,LT,2023-05-07,2023-W18,3.2,ERVISS
ILI incidence,LT,2023-04-30,2023-W17,6.7,ERVISS
ILI incidence,LT,2023-04-23,2023-W16,12.3,ERVISS
ILI incidence,LT,2023-04-16,2023-W15,24.4,ERVISS
ILI incidence,LT,2023-04-09,2023-W14,42.3,ERVISS
ILI incidence,LT,2023-04-02,2023-W13,58.8,ERVISS
ILI incidence,LT,2023-03-26,2023-W12,79.3,ERVISS
ILI incidence,LT,2023-03-19,2023-W11,77.0,ERVISS
ILI incidence,LT,2023-03-12,2023-W10,40.9,ERVISS
ILI incidence,LT,2023-03-05,2023-W09,38.0,ERVISS
ILI incidence,LT,2023-02-26,2023-W08,33.5,ERVISS
ILI incidence,LT,2023-02-19,2023-W07,37.4,ERVISS
ILI incidence,LT,2023-02-12,2023-W06,38.2,ERVISS
ILI incidence,LT,2023-02-05,2023-W05,28.4,ERVISS
ILI incidence,LT,2023-01-29,2023-W04,34.5,ERVISS
ILI incidence,LT,2023-01-22,2023-W03,52.5,ERVISS
ILI incidence,LT,2023-01-15,2023-W02,93.8,ERVISS
ILI incidence,LT,2023-01-08,2023-W01,195.9,ERVISS
ILI incidence,LT,2023-01-01,2022-W52,285.3,ERVISS
ILI incidence,LT,2022-12-25,2022-W51,334.5,ERVISS
ILI incidence,LT,2022-12-18,2022-W50,239.5,ERVISS
ILI incidence,LT,2022-12-11,2022-W49,121.6,ERVISS
ILI incidence,LT,2022-12-04,2022-W48,35.6,ERVISS
ILI incidence,LT,2022-11-27,2022-W47,9.9,ERVISS
ILI incidence,LT,2022-11-20,2022-W46,4.1,ERVISS
ILI incidence,LT,2022-11-13,2022-W45,1.4,ERVISS
ILI incidence,LT,2022-11-06,2022-W44,1.2,ERVISS
ILI incidence,LT,2022-10-30,2022-W43,1.0,ERVISS
ILI incidence,LT,2022-10-23,2022-W42,0.9,ERVISS
ILI incidence,LT,2022-10-16,2022-W41,0.8,ERVISS
ILI incidence,LT,2022-10-09,2022-W40,0.9,ERVISS
ILI incidence,LT,2022-10-02,2022-W39,0.6,ERVISS
ILI incidence,LT,2022-09-25,2022-W38,0.1,ERVISS
ILI incidence,LT,2022-09-18,2022-W37,0.3,ERVISS
ILI incidence,LT,2022-09-11,2022-W36,0.2,ERVISS
ILI incidence,LT,2022-09-04,2022-W35,0.2,ERVISS
ILI incidence,LT,2022-08-28,2022-W34,0.0,ERVISS
ILI incidence,LT,2022-08-21,2022-W33,0.1,ERVISS
ILI incidence,LT,2022-08-14,2022-W32,0.1,ERVISS
ILI incidence,LT,2022-08-07,2022-W31,0.1,ERVISS
ILI incidence,LT,2022-07-31,2022-W30,0.0,ERVISS
ILI incidence,LT,2022-07-24,2022-W29,0.0,ERVISS
ILI incidence,LT,2022-07-17,2022-W28,0.3,ERVISS
ILI incidence,LT,2022-07-10,2022-W27,0.0,ERVISS
ILI incidence,LT,2022-07-03,2022-W26,0.3,ERVISS
ILI incidence,LT,2022-06-26,2022-W25,0.1,ERVISS
ILI incidence,LT,2022-06-19,2022-W24,0.3,ERVISS
ILI incidence,LT,2022-06-12,2022-W23,0.9,ERVISS
ILI incidence,LT,2022-06-05,2022-W22,1.8,ERVISS
ILI incidence,LT,2022-05-29,2022-W21,3.9,ERVISS
ILI incidence,LT,2022-05-22,2022-W20,4.0,ERVISS
ILI incidence,LT,2022-05-15,2022-W19,7.3,ERVISS
ILI incidence,LT,2022-05-08,2022-W18,11.9,ERVISS
ILI incidence,LT,2022-05-01,2022-W17,19.2,ERVISS
ILI incidence,LT,2022-04-24,2022-W16,33.4,ERVISS
ILI incidence,LT,2022-04-17,2022-W15,40.4,ERVISS
ILI incidence,LT,2022-04-10,2022-W14,32.4,ERVISS
ILI incidence,LT,2022-04-03,2022-W13,20.8,ERVISS
ILI incidence,LT,2022-03-27,2022-W12,13.3,ERVISS
ILI incidence,LT,2022-03-20,2022-W11,8.4,ERVISS
ILI incidence,LT,2022-03-13,2022-W10,2.2,ERVISS
ILI incidence,LT,2022-03-06,2022-W09,2.3,ERVISS
ILI incidence,LT,2022-02-27,2022-W08,1.8,ERVISS
ILI incidence,LT,2022-02-20,2022-W07,2.0,ERVISS
ILI incidence,LT,2022-02-13,2022-W06,1.6,ERVISS
ILI incidence,LT,2022-02-06,2022-W05,2.8,ERVISS
ILI incidence,LT,2022-01-30,2022-W04,3.4,ERVISS
ILI incidence,LT,2022-01-23,2022-W03,1.8,ERVISS
ILI incidence,LT,2022-01-16,2022-W02,1.1,ERVISS
ILI incidence,LT,2022-01-09,2022-W01,1.0,ERVISS
ILI incidence,LT,2022-01-02,2021-W52,1.2,ERVISS
ILI incidence,LT,2021-12-26,2021-W51,1.0,ERVISS
ILI incidence,LT,2021-12-19,2021-W50,0.7,ERVISS
ILI incidence,LT,2021-12-12,2021-W49,0.2,ERVISS
ILI incidence,LT,2021-12-05,2021-W48,0.3,ERVISS
ILI incidence,LT,2021-11-28,2021-W47,0.3,ERVISS
ILI incidence,LT,2021-11-21,2021-W46,0.3,ERVISS
ILI incidence,LT,2021-11-14,2021-W45,0.2,ERVISS
ILI incidence,LT,2021-11-07,2021-W44,0.1,ERVISS
ILI incidence,LT,2021-10-31,2021-W43,0.1,ERVISS
ILI incidence,LT,2021-10-24,2021-W42,0.3,ERVISS
ILI incidence,LT,2021-10-17,2021-W41,0.3,ERVISS
ILI incidence,LT,2021-10-10,2021-W40,0.3,ERVISS
ILI incidence,LT,2021-10-03,2021-W39,0.1,ERVISS
ILI incidence,LT,2021-09-26,2021-W38,0.1,ERVISS
ILI incidence,LT,2021-09-19,2021-W37,0.0,ERVISS
ILI incidence,LT,2021-09-12,2021-W36,0.0,ERVISS
ILI incidence,LT,2021-09-05,2021-W35,0.0,ERVISS
ILI incidence,LT,2021-08-29,2021-W34,0.1,ERVISS
ILI incidence,LT,2021-08-22,2021-W33,0.0,ERVISS
ILI incidence,LT,2021-08-15,2021-W32,0.0,ERVISS
ILI incidence,LT,2021-08-08,2021-W31,0.0,ERVISS
ILI incidence,LT,2021-08-01,2021-W30,0.0,ERVISS
ILI incidence,LT,2021-07-25,2021-W29,0.0,ERVISS
ILI incidence,LT,2021-07-18,2021-W28,0.0,ERVISS
ILI incidence,LT,2021-07-11,2021-W27,0.0,ERVISS
ILI incidence,LT,2021-07-04,2021-W26,0.0,ERVISS
ILI incidence,LT,2021-06-27,2021-W25,0.0,ERVISS
ILI incidence,LU,2026-02-15,2026-W07,6000.0,ERVISS
ILI incidence,LU,2026-02-08,2026-W06,8600.0,ERVISS
ILI incidence,LU,2026-02-01,2026-W05,8600.0,ERVISS
ILI incidence,LU,2026-01-25,2026-W04,7900.0,ERVISS
ILI incidence,LU,2026-01-18,2026-W03,6200.0,ERVISS
ILI incidence,LU,2026-01-11,2026-W02,9400.0,ERVISS
ILI incidence,LU,2026-01-04,2026-W01,8500.0,ERVISS
ILI incidence,LU,2025-12-28,2025-W52,1900.0,ERVISS
ILI incidence,LU,2025-12-21,2025-W51,6000.0,ERVISS
ILI incidence,LU,2025-12-14,2025-W50,4600.0,ERVISS
ILI incidence,LU,2025-12-07,2025-W49,5100.0,ERVISS
ILI incidence,LU,2025-11-30,2025-W48,3300.0,ERVISS
ILI incidence,LU,2025-11-23,2025-W47,0.0,ERVISS
ILI incidence,LU,2025-11-16,2025-W46,2300.0,ERVISS
ILI incidence,LU,2025-11-09,2025-W45,2000.0,ERVISS
ILI incidence,LU,2025-11-02,2025-W44,3600.0,ERVISS
ILI incidence,LU,2025-10-26,2025-W43,1900.0,ERVISS
ILI incidence,LU,2025-10-19,2025-W42,1900.0,ERVISS
ILI incidence,LU,2025-10-12,2025-W41,4000.0,ERVISS
ILI incidence,LU,2025-10-05,2025-W40,3000.0,ERVISS
ILI incidence,LU,2025-09-28,2025-W39,1000.0,ERVISS
ILI incidence,LU,2025-09-21,2025-W38,1000.0,ERVISS
ILI incidence,LU,2025-09-14,2025-W37,2100.0,ERVISS
ILI incidence,LU,2025-09-07,2025-W36,0.0,ERVISS
ILI incidence,LU,2025-08-31,2025-W35,600.0,ERVISS
ILI incidence,LU,2025-08-24,2025-W34,2300.0,ERVISS
ILI incidence,LU,2025-08-17,2025-W33,2200.0,ERVISS
ILI incidence,LU,2025-08-10,2025-W32,600.0,ERVISS
ILI incidence,LU,2025-08-03,2025-W31,1400.0,ERVISS
ILI incidence,LU,2025-07-27,2025-W30,0.0,ERVISS
ILI incidence,LU,2025-07-20,2025-W29,0.0,ERVISS
ILI incidence,LU,2025-07-13,2025-W28,1700.0,ERVISS
ILI incidence,LU,2025-07-06,2025-W27,1600.0,ERVISS
ILI incidence,LU,2025-06-29,2025-W26,2900.0,ERVISS
ILI incidence,LU,2025-06-22,2025-W25,1700.0,ERVISS
ILI incidence,LU,2025-06-15,2025-W24,1200.0,ERVISS
ILI incidence,LU,2025-06-08,2025-W23,2100.0,ERVISS
ILI incidence,LU,2025-06-01,2025-W22,0.0,ERVISS
ILI incidence,LU,2025-05-25,2025-W21,5500.0,ERVISS
ILI incidence,LU,2025-05-18,2025-W20,1700.0,ERVISS
ILI incidence,LU,2025-05-11,2025-W19,1300.0,ERVISS
ILI incidence,LU,2025-05-04,2025-W18,1300.0,ERVISS
ILI incidence,LU,2025-04-27,2025-W17,4200.0,ERVISS
ILI incidence,LU,2025-04-20,2025-W16,4700.0,ERVISS
ILI incidence,LU,2025-04-13,2025-W15,2200.0,ERVISS
ILI incidence,LU,2025-04-06,2025-W14,3500.0,ERVISS
ILI incidence,LU,2025-03-30,2025-W13,5500.0,ERVISS
ILI incidence,LU,2025-03-23,2025-W12,5100.0,ERVISS
ILI incidence,LU,2025-03-16,2025-W11,11300.0,ERVISS
ILI incidence,LU,2025-03-09,2025-W10,9500.0,ERVISS
ILI incidence,LU,2025-03-02,2025-W09,9900.0,ERVISS
ILI incidence,LU,2025-02-23,2025-W08,13700.0,ERVISS
ILI incidence,LU,2025-02-16,2025-W07,15900.0,ERVISS
ILI incidence,LU,2025-02-09,2025-W06,20800.0,ERVISS
ILI incidence,LU,2025-02-02,2025-W05,21200.0,ERVISS
ILI incidence,LU,2025-01-26,2025-W04,13400.0,ERVISS
ILI incidence,LU,2025-01-19,2025-W03,13100.0,ERVISS
ILI incidence,LU,2025-01-12,2025-W02,9400.0,ERVISS
ILI incidence,LU,2025-01-05,2025-W01,6600.0,ERVISS
ILI incidence,LU,2024-12-29,2024-W52,7600.0,ERVISS
ILI incidence,LU,2024-12-22,2024-W51,8000.0,ERVISS
ILI incidence,LU,2024-12-15,2024-W50,4400.0,ERVISS
ILI incidence,LU,2024-12-08,2024-W49,2100.0,ERVISS
ILI incidence,LU,2024-12-01,2024-W48,2400.0,ERVISS
ILI incidence,LU,2024-11-24,2024-W47,2100.0,ERVISS
ILI incidence,LU,2024-11-17,2024-W46,3900.0,ERVISS
ILI incidence,LU,2024-11-10,2024-W45,1800.0,ERVISS
ILI incidence,LU,2024-11-03,2024-W44,2300.0,ERVISS
ILI incidence,LU,2024-10-27,2024-W43,2600.0,ERVISS
ILI incidence,LU,2024-10-20,2024-W42,2000.0,ERVISS
ILI incidence,LU,2024-10-13,2024-W41,3600.0,ERVISS
ILI incidence,LU,2024-10-06,2024-W40,4300.0,ERVISS
ILI incidence,LU,2024-09-29,2024-W39,3200.0,ERVISS
ILI incidence,LU,2024-09-22,2024-W38,3000.0,ERVISS
ILI incidence,LU,2024-09-15,2024-W37,600.0,ERVISS
ILI incidence,LU,2024-09-08,2024-W36,0.0,ERVISS
ILI incidence,LU,2024-09-01,2024-W35,1100.0,ERVISS
ILI incidence,LU,2024-08-25,2024-W34,1600.0,ERVISS
ILI incidence,LU,2024-08-18,2024-W33,3300.0,ERVISS
ILI incidence,LU,2024-08-11,2024-W32,1200.0,ERVISS
ILI incidence,LU,2024-08-04,2024-W31,600.0,ERVISS
ILI incidence,LU,2024-07-28,2024-W30,900.0,ERVISS
ILI incidence,LU,2024-07-21,2024-W29,1100.0,ERVISS
ILI incidence,LU,2024-07-14,2024-W28,2100.0,ERVISS
ILI incidence,LU,2024-07-07,2024-W27,4800.0,ERVISS
ILI incidence,LU,2024-06-30,2024-W26,3200.0,ERVISS
ILI incidence,LU,2024-06-23,2024-W25,2300.0,ERVISS
ILI incidence,LU,2024-06-16,2024-W24,0.0,ERVISS
ILI incidence,LU,2024-06-09,2024-W23,1000.0,ERVISS
ILI incidence,LU,2024-06-02,2024-W22,0.0,ERVISS
ILI incidence,LU,2024-05-26,2024-W21,800.0,ERVISS
ILI incidence,LU,2024-05-19,2024-W20,0.0,ERVISS
ILI incidence,LU,2024-05-12,2024-W19,500.0,ERVISS
ILI incidence,LU,2024-05-05,2024-W18,1100.0,ERVISS
ILI incidence,LU,2024-04-28,2024-W17,2000.0,ERVISS
ILI incidence,LU,2024-04-21,2024-W16,2900.0,ERVISS
ILI incidence,LU,2024-04-14,2024-W15,1600.0,ERVISS
ILI incidence,LU,2024-04-07,2024-W14,0.0,ERVISS
ILI incidence,LU,2024-03-31,2024-W13,2900.0,ERVISS
ILI incidence,LU,2024-03-24,2024-W12,3200.0,ERVISS
ILI incidence,LU,2024-03-17,2024-W11,3300.0,ERVISS
ILI incidence,LU,2024-03-10,2024-W10,4000.0,ERVISS
ILI incidence,LU,2024-03-03,2024-W09,4500.0,ERVISS
ILI incidence,LU,2024-02-25,2024-W08,6400.0,ERVISS
ILI incidence,LU,2024-02-18,2024-W07,11200.0,ERVISS
ILI incidence,LU,2024-02-11,2024-W06,8100.0,ERVISS
ILI incidence,LU,2024-02-04,2024-W05,8900.0,ERVISS
ILI incidence,LU,2024-01-28,2024-W04,11900.0,ERVISS
ILI incidence,LU,2024-01-21,2024-W03,8700.0,ERVISS
ILI incidence,LU,2024-01-14,2024-W02,12600.0,ERVISS
ILI incidence,LU,2024-01-07,2024-W01,1200.0,ERVISS
ILI incidence,LU,2023-12-31,2023-W52,13400.0,ERVISS
ILI incidence,LU,2023-12-24,2023-W51,5100.0,ERVISS
ILI incidence,LU,2023-12-17,2023-W50,10400.0,ERVISS
ILI incidence,LU,2023-12-10,2023-W49,7900.0,ERVISS
ILI incidence,LU,2023-12-03,2023-W48,5500.0,ERVISS
ILI incidence,LU,2023-11-26,2023-W47,4800.0,ERVISS
